id	name	icon_id	description	modifiers	triggers
wolf_physical_t1_1	Alpha Howl	sf:dog.fill	Party deals 2 additional Physical damage for the first 3 turns.		partyPhysicalDamageBonusFirstTurns:2|partyPhysicalDamageBonusFirstTurnCount:3
wolf_physical_t1_2	Predatory Focus	sf:scope	Deal 3 additional damage to enemies with lower Health than Wolf.		damageVsLowerHealthEnemyBonus:3
wolf_physical_t2_1	Bone-Crushing Bite	sf:burst.fill	Physical attacks against enemies with Block deal 2 additional damage.		physicalDamageVsBlockedBonus:2
wolf_physical_t2_2	Alpha Might	sf:dumbbell.fill	While the enemy is below half Health, party Physical attacks deal 2 additional damage.		damageBelowHealthPercentThreshold:0.5|damageBelowHealthPercentKeyword:.physical|damageBelowHealthPercentBonus:2
wolf_physical_t3_1	Feral Frenzy	sf:flame.fill	While the enemy is below 40% Health, Wolf draws 1 extra card each turn.		extraCardDrawBelowEnemyHealthPercent:0.40
wolf_physical_t3_2	Rending Fangs	sf:drop.fill	Physical attacks deal 1 Bleed damage on hit.		physicalAttackApplyBleed:1
golden_retriever_gold_t1_1	Bounty	sf:circle.circle.fill	Gain 3 Gold when you defeat an enemy.		defeatEnemyGoldFlat:3
golden_retriever_gold_t1_2	Dig for Treasure	sf:circle.circle.fill	Gain 2 Gold every 3 turns.		goldEveryNTurnsInterval:3|goldEveryNTurnsAmount:2
golden_retriever_gold_t2_1	Haggler	sf:circle.circle.fill	All Gold you gain in combat is increased by 15%.		partyGoldGainedPercent:0.15
golden_retriever_gold_t2_2	Golden Guard	sf:shield.fill	While carrying 10 or more Gold, gain 2 Block at the start of each round.		blockWhileGoldThreshold:10|blockWhileGoldAmount:2
golden_retriever_gold_t3_1	Fetch!	sf:dog.fill	Gain 2 Gold when an enemy plays an ability.		onEnemyAbilityGold:2
golden_retriever_gold_t3_2	Treasure Hoard	sf:circle.circle.fill	While you have 50 or more Gold, the party gains +10% Critical Hit chance.		partyCritChanceWhileGoldAbove:50|partyCritChanceWhileGoldAboveBonus:0.10
golden_retriever_block_t1_1	Guardian	sf:shield.fill	Absorb 2 damage whenever the Hero is attacked.		absorbHeroDamageFlat:2
golden_retriever_block_t1_2	Watchful Eye	sf:eye.fill	Start each battle with 3 Block.		startBattleBlock:3
golden_retriever_block_t2_1	Shield Bond	sf:link	Whenever Retriever gains Block, the Hero gains equal Block.		companionBlockSharesToHeroPercent:1
golden_retriever_block_t2_2	Warning Bark	sf:waveform	Negate the first enemy attack of each combat.		negateFirstEnemyAttack:true
golden_retriever_block_t3_1	Sacrificial Guard	sf:heart.fill	When the Hero would die, Retriever takes that hit instead and gains 10 Block.		companionFatalDamageRedirectBlock:10
golden_retriever_block_t3_2	Steadfast	sf:lock.shield.fill	While holding Block, Stun and Freeze on Retriever are halved, and Burn damage taken is halved.		blockedControlBurnResistance:0.5
golden_retriever_health_t1_1	Cheer Up	sf:face.smiling.fill	Restore 1 Health to the lowest Health ally at end of turn.		endOfTurnHealLowestAlly:1
golden_retriever_health_t1_2	Playful Energy	sf:bolt.fill	Playing 3 cards in a turn restores 2 Health to the party.		cardsPlayedHealPartyThreshold:3|cardsPlayedHealPartyAmount:2
golden_retriever_health_t2_1	Campfire Comfort	sf:flame.fill	At the end of each turn, restore 2 Health to each party member.		partyRegenPerRound:2
golden_retriever_health_t2_2	Man's Best Friend	sf:dog.fill	Hero gains +15% Critical Hit chance while Retriever is alive.		heroCritChanceWhileCompanionAlive:0.15
golden_retriever_health_t3_1	Inspirational Vigor	sf:dumbbell.fill	While Retriever is below half Health, party attacks deal 2 additional damage.		partyAllStatsBonusBelowHealthThreshold:0.5|partyAllStatsBonusBelowHealthAmount:2
golden_retriever_health_t3_2	Protective Lick	sf:heart.fill	When an ally takes damage, restore 1 Health to them.		onAllyDamageHeal:1
library_owl_holy_t1_1	Revealed Flaw	sf:eye.fill	Holy attacks make the next hit deal 2 additional damage.		holyDamageNextHitBonus:2
library_owl_holy_t1_2	Scholarly Smite	sf:book.fill	When the Hero uses a Holy ability, Owl deals 2 Holy damage to the target.		onHeroHolyAbilityCompanionHolyDamage:2
library_owl_holy_t2_1	Blinding Light	sf:eye.slash.fill	Your Holy hits reduce the enemy’s next attack damage by half the damage dealt.		blindingLight:true
library_owl_holy_t2_2	Radiant Wisdom	sf:book.fill	Restore 1 Mana whenever you deal Holy damage.		onHolyDamageRestoreMana:1
library_owl_holy_t3_1	Bane of Evil	sf:sun.max.fill	Holy damage deals double damage to undead and corrupted enemies.		holyDamageVsUndeadOrCorruptedMultiplier:2
library_owl_holy_t3_2	Purifying Light	sf:sun.max.fill	Holy attacks remove all positive buffs from the target.		holyDamagePurgeAll:true
library_owl_cleanse_t1_1	Purifying Wisdom	sf:book.fill	Draw 1 card when you Cleanse.		cleanseBonusDraw:1
library_owl_cleanse_t1_2	Healing Hymn	sf:music.note	Cleansing an ally also restores 2 Health to them.		cleanseBonusHeal:2
library_owl_cleanse_t2_1	Spellbreak Shield	sf:xmark.shield.fill	Cleansing a negative effect grants 2 Block per effect removed.		cleanseBlockPerStack:2
library_owl_cleanse_t2_2	Mass Cleanse	sf:person.2.fill	Cleanse also removes negative effects from the rest of the party.		cleanseAffectsBothHeroAndCompanion:true
library_owl_cleanse_t3_1	Reflective Ward	sf:arrow.uturn.backward	Cleansing a negative effect reflects it onto the enemy who applied it.		cleanseReflectDebuffToEnemy:true
library_owl_cleanse_t3_2	Sanctified Scroll	sf:scroll.fill	Restoring Health has a 10% chance to Cleanse a negative effect.		onHealCleanseTargetChance:0.10
library_owl_health_t1_1	Safe Perch	sf:bird.fill	Restore 2 Health each turn while above half Health.		healthRegenAboveHalfHealth:2
library_owl_health_t1_2	Warded Roost	sf:house.fill	Restoring Health to an ally also grants them 2 Block.		onHealGrantBlock:2
library_owl_health_t2_1	Efficient Care	sf:waveform.path.ecg	When you spend 3 Mana to empower a card that restores Health, it costs 2 Mana instead of 3.		healingEmpowermentCostReduction:1
library_owl_health_t2_2	Aether Shield	sf:shield.fill	The first Health you restore beyond full each turn converts into 3 Block.		overhealFirstBlockPerTurn:3
library_owl_health_t3_1	Guardian Archive	sf:books.vertical.fill	When a party member hits Death's Door, restore 10 Health to them and cleanse all negative effects.		onAllyDeathsDoorHealAndCleanse:10
library_owl_health_t3_2	Font of Magic	sf:wand.and.stars	Restoring Health to an ally restores 1 Mana to the caster.		onHealRestoreCasterMana:1
risen_skeleton_physical_t1_1	Bone Shield	sf:shield.fill	Gain 2 Block whenever you deal Physical damage.		onPhysicalDamageGainBlock:2
risen_skeleton_physical_t1_2	Bone Burst	sf:burst.fill	Attacks have a 25% chance to deal 3 extra damage and grant 2 Block.		attackBurstChancePercent:0.25|attackBurstDamage:3|attackBurstBlock:2
risen_skeleton_physical_t2_1	Brittle Strike	sf:shield.slash.fill	Physical attacks ignore all Block on Stunned or Frozen enemies.		physicalIgnoresBlockVsStunnedOrFrozen:true
risen_skeleton_physical_t2_2	Dense Bones	sf:shield.fill	Take 1 less damage from each hit (up to 4).		toughnessOnHit:1|toughnessOnHitCap:4
risen_skeleton_physical_t3_1	Cleaving Bones	sf:burst.fill	Physical attacks deal 1 additional Bleed damage to the enemy.		physicalAttackApplyBleed:1
risen_skeleton_physical_t3_2	Bone Armor	sf:shield.fill	Whenever you take Health damage, gain 1 Block.		onSelfHealthLossGainBlock:1
risen_skeleton_leech_t1_1	Weaken Soul	sf:heart.slash.fill	Leech reduces the target's damage by 2 for 2 turns.		onLeechReduceEnemyStrength:2|onLeechReduceEnemyStrengthTurns:2
risen_skeleton_leech_t1_2	Toxic Touch	sf:hand.raised.fill	Leech damage deals 2 Poison damage to the target.		onLeechApplyPoison:2
risen_skeleton_leech_t2_1	Grave Harvest	sf:eyedropper	Leeching Health from an enemy below half Health restores 2 additional Health.		leechBonusHealVsLowHealthEnemies:2
risen_skeleton_leech_t2_2	Soul Sharing	sf:heart.fill	Convert half of Skeleton's damage into Health restored to the Hero.		companionDamageLeechesToHeroPercent:0.5
risen_skeleton_leech_t3_1	Affliction Siphon	sf:eyedropper	Leeching Health from a Stunned enemy restores 3 additional Health.		leechBonusHealVsStunned:3
risen_skeleton_leech_t3_2	Necrotic Bleed	sf:drop.fill	Leeching Health deals 2 Bleed damage to the target.		onLeechApplyBleed:2
risen_skeleton_deathsdoor_t1_1	Deathrattle	sf:arrow.counterclockwise	Revive at 1 Health with 10 Block the first time you die each battle.		onceDeathReviveHealth:1|onceDeathReviveBlock:10
risen_skeleton_deathsdoor_t1_2	Tenacious Spirit	sf:hourglass.bottomhalf.filled	Death's Door lasts 2 additional turns.		deathsDoorDurationBonusTurns:2
risen_skeleton_deathsdoor_t2_1	Corpse Explosion	sf:burst.fill	Deal 8 Physical damage to the enemy when you die.		onDeathDealPhysicalDamageAllEnemies:8
risen_skeleton_deathsdoor_t2_2	Deathly Wrath	sf:hourglass.bottomhalf.filled	Attacks are guaranteed Critical Hits while on Death's Door.		guaranteedCritWhileOnDeathsDoor:true
risen_skeleton_deathsdoor_t3_1	Endless Legion	sf:person.2.fill	If Death's Door ends while Skeleton is still alive, restore Health to 6 once per battle.		deathsDoorExpiredHealFlat:6
risen_skeleton_deathsdoor_t3_2	Lichbone	sf:shield.fill	Take 50% less Bleed and Poison damage, and 50% less Stun.		afflictionResistance:0.5
mana_moth_mana_t1_1	Arcane Reservoir	sf:tray.full.fill	Whenever you gain Mana, gain 1 Block.		on_gain_mana_block:1
mana_moth_mana_t1_2	Aetherial Surge	sf:waveform	Restore 1 bonus Mana on turn 1 and turn 4.		bonusManaOnTurns:[1, 4]
mana_moth_mana_t2_1	Mana Cocoon	sf:fossil.shell.fill	Spending Mana grants equal Block.		spendManaGrantsEqualBlock:true
mana_moth_mana_t2_2	Aetherial Flow	sf:wind	When the Hero spends Mana, Moth's next attack deals 2 additional damage.		onHeroSpendManaCompanionNextAttackBonus:2
mana_moth_mana_t3_1	Prismatic Spark	sf:diamond.fill	Gain a 25% chance to double all Mana gained.		manaGainDoubleChancePercent:0.25
mana_moth_mana_t3_2	Arcane Burst	sf:burst.fill	Spending 5 Mana draws and automatically plays a random card.		spendManaThresholdAutoPlayCard:5
mana_moth_freeze_t1_1	Chilling Flutter	sf:bird.fill	Basic attacks deal 2 Freeze damage.		basicAttackFreezeBuildup:2
mana_moth_freeze_t1_2	Frost Guard	sf:shield.fill	Mana empowerment adds 1 Freeze damage.		empowerFreezeDamageBonus:1
mana_moth_freeze_t2_1	Blinding Frost	sf:eye.slash.fill	Moth deals 25% additional damage to Frozen enemies.		damageVsFrozenMultiplier:1.25
mana_moth_freeze_t2_2	Subzero Mist	sf:cloud.fog.fill	When Freeze ends on the enemy, gain +20% Dodge chance until your next turn.		subzeroMist:true
mana_moth_freeze_t3_1	Flash Freeze	sf:snowflake	Mana empowerment increases the empowered card’s Freeze damage by 2.		flashFreeze:true
mana_moth_freeze_t3_2	Frost Nova	sf:burst.fill	Deal 4 additional Freeze damage against Frozen enemies.		frostDamageVsFrozenBonus:4
mana_moth_burn_t1_1	Ember Shield	sf:shield.fill	Gain 2 Block whenever an ally deals Burn damage.		onAllyBurnDamageGainBlock:2
mana_moth_burn_t1_2	Moth to Flame	sf:flame.fill	Restore 1 Mana whenever Burn deals damage (up to 2 per turn).		onBurnDamageRestoreManaPerTurnCap:2|onBurnDamageRestoreManaFlat:1
mana_moth_burn_t2_1	Flashover	sf:sun.snow.fill	Burn damage against Frozen enemies has a 50% chance to deal double damage.		burnDoubleVsFrozenChancePercent:0.5
mana_moth_burn_t2_2	Combustion	sf:burst.fill	Your attacks against Burning enemies deal bonus damage equal to half their current Burn.		damagePerBurnPotencyPercent:0.5
mana_moth_burn_t3_1	Ember Persistence	sf:hourglass.bottomhalf.filled	Enemies lose 35% less Burn at the end of each round.		burnDecaySlowPercent:0.35
mana_moth_burn_t3_2	Cinder Halo	sf:sun.max.fill	Burning enemies take 1 Holy damage each time Burn deals damage.		onBurnTickHolyDamage:1
pixie_cleanse_t1_1	Fae Mending	sf:heart.fill	Restore 2 Health to yourself when you Cleanse.		cleanseSelfHeal:2
pixie_cleanse_t1_2	Dispel Magic	sf:wand.and.stars	Cleanse effects also Purge 1 positive buff from the enemy.		cleanseAlsoPurgesEnemyBuffs:1
pixie_cleanse_t2_1	Fae Swiftness	sf:wind	Cleansing an ally grants them +10% Dodge chance for 2 turns.		cleanseDodgeChanceBonus:0.10|cleanseDodgeChanceBonusTurns:2
pixie_cleanse_t2_2	Cleansing Ward	sf:shield.fill	Cleansing an ally also grants the party 2 Block.		cleansePartyBlock:2
pixie_cleanse_t3_1	Fae Ward	sf:shield.lefthalf.filled	Your Cleanse cards grant 1 Block per effect removed.		cleanseBlockPerStack:1
pixie_cleanse_t3_2	Purifying Aura	sf:sun.max.fill	Negative effects on all party members expire twice as fast.		partyDebuffDurationHalved:true
pixie_health_t1_1	Sprite Touch	sf:heart.fill	Restore 2 Health each turn for the first 3 turns of battle.		healthRegenFirstTurnsAmount:2|healthRegenFirstTurnsDuration:3
pixie_health_t1_2	Emergency Mend	sf:cross.fill	Health restored to allies below 30% Health is doubled.		healingBelowHealthPercentThreshold:0.30|healingBelowHealthPercentMultiplier:2
pixie_health_t2_1	Lingering Blessing	sf:hourglass.bottomhalf.filled	Restoring Health to an ally applies a 3-turn effect that restores 1 Health over time.		healOverTimeOnHealTurns:3|healOverTimeOnHealAmount:1
pixie_health_t2_2	Protective Bloom	sf:camera.macro	Restoring Health to an ally also deals 2 Holy damage to the enemy.		onHealDealHoly:2
pixie_health_t3_1	Vital Infusion	sf:heart.fill	Health restored beyond full increases the target's Max Health by +1 this combat (up to +5).		overhealConvertsToMaxHealth:true|overhealConvertsToMaxHealthCap:5|overhealConvertsToMaxHealthPerEvent:1
pixie_health_t3_2	Barrier Blessing	sf:shield.fill	Excess Health restored is converted into Block for that ally.		overhealConvertsToBlock:true
pixie_holy_t1_1	Dazzle	sf:sparkles	Holy attacks reduce the target's damage by 2 on their next turn.		holyDamageReduceTargetDamage:2
pixie_holy_t1_2	Piercing Starlight	sf:star.fill	Holy damage ignores enemy Block and cannot be Dodged.		holyIgnoresBlockAndDodge:true
pixie_holy_t2_1	Radiant Barrier	sf:shield.fill	Dealing Holy damage grants 2 Block to the party.		onHolyDamagePartyBlock:2
pixie_holy_t2_2	Stun Flare	sf:bolt.fill	Holy attacks deal 1 Burn and 1 Stun damage.		holyAttackApplyBurnAndStunBuildup:1
pixie_holy_t3_1	Supernal Glow	sf:sun.min.fill	All party basic attacks deal 2 additional Holy damage.		partyBasicAttackHolyBonus:2
pixie_holy_t3_2	Sunlight Spark	sf:sun.max.fill	Your next attack after dealing Holy damage deals 1 additional Holy damage.		holyDamageNextAttackHolyBonus:1
shield_scarab_block_t1_1	Plated Hide	sf:shield.fill	Gain 2 Block when you are hit.		onHitGainBlock:2
shield_scarab_block_t1_2	Hardened Chitin	sf:fossil.shell.fill	Take 2 less damage from non-Physical hits while you have Block.		spellDamageTakenReductionWhileBlocked:2
shield_scarab_block_t2_1	Enduring Shell	sf:fossil.shell.fill	Scarab's Block retains 50% at the end of each round (up to 30 max).		blockRetainsHalf:true
shield_scarab_block_t2_2	Bulwark Fortress	sf:building.2.fill	While Scarab has Block, the Hero takes 20% less damage.		companionBlockProtectsHeroPercent:0.2
shield_scarab_block_t3_1	Spiked Shell	sf:asterisk	Whenever you retain Block at the end of each round, gain Thorns equal to half that amount.		retainedBlockGainThornsPercent:0.5
shield_scarab_block_t3_2	Sun-Struck Shell	sf:sun.max.fill	When your Block is hit, deal 2 Holy damage to the attacker.		onBlockHitDealHoly:2
shield_scarab_stun_t1_1	Sunder Shield	sf:shield.slash.fill	Stunned enemies lose all their active Block.		stunnedEnemyLoseAllBlock:true
shield_scarab_stun_t1_2	Heavy Slam	sf:hammer.fill	Deal 4 additional Physical damage to Stunned enemies.		damageWhileTargetStunnedBonus:4
shield_scarab_stun_t2_1	Prolonged Daze	sf:hourglass.bottomhalf.filled	Stunning an enemy deals 2 Physical damage to them.		stunDealPhysicalFlat:2
shield_scarab_stun_t2_2	Seismic Impact	sf:waveform	Enemies require 25% less Stun to be Stunned.		enemyStunThresholdReductionPercent:0.25
shield_scarab_stun_t3_1	Quaking Carapace	sf:fossil.shell.fill	Deal 3 Stun damage to the enemy and grant 5 Block to the party every 3 turns.		everyNTurnsStunBuildupInterval:3|everyNTurnsStunBuildupAmount:3|everyNTurnsTeamBlockAmount:5
shield_scarab_stun_t3_2	Solar Brand	sf:flame.fill	Stunning an enemy also deals 2 Burn damage to them.		onStunEnemyApplyBurn:2
shield_scarab_holy_t1_1	Gilded Carapace	sf:fossil.shell.fill	Gain 2 Block whenever an enemy becomes Stunned.		onStunEnemyGainBlock:2
shield_scarab_holy_t1_2	Radiant Shell	sf:fossil.shell.fill	Enemies attacking Scarab take 2 Holy damage.		onHitAttackerHoly:2
shield_scarab_holy_t2_1	Sun Glyph	sf:sun.max.fill	Holy damage dealt by Scarab restores 2 Health to the Hero.		holyDamageHealHeroFlat:2
shield_scarab_holy_t2_2	Solar Ward	sf:shield.fill	Party deals 2 additional Holy damage while Scarab is at full Health.		partyHolyDamageBonusWhileCompanionFullHealth:2
shield_scarab_holy_t3_1	Dazzling Guard	sf:eye.slash.fill	Blocking an attack reduces the attacker's accuracy by 25% for 2 turns.		onBlockReduceAttackerAccuracyPercent:25|onBlockReduceAttackerAccuracyTurns:2
shield_scarab_holy_t3_2	Purifying Sun	sf:sun.max.fill	Holy damage deals double damage to Poisoned or Bleeding targets.		holyDamageVsPoisonedOrBleedingMultiplier:2
fox_gold_t1_1	Palmed Coin	sf:hand.pinch.fill	Gain 2 Gold when you Dodge.		dodgeGoldFlat:2
fox_gold_t1_2	Snatch	sf:hand.pinch.fill	Basic attacks steal 2 Gold from the enemy.		basicAttackStealGold:2
fox_gold_t2_1	Golden Opportunity	sf:circle.circle.fill	The first time you gain 5 or more Gold at once each round, draw 1 card.		gainGoldDrawThreshold:5
fox_gold_t2_2	Lucky Strike	sf:die.face.5.fill	Critical Hits grant 3 Gold.		criticalGoldFlat:3
fox_gold_t3_1	Master Thief	sf:eye.slash.fill	When you Critically Hit, steal the enemy's Block and gain it yourself.		critStealEnemyBlock:true
fox_gold_t3_2	Golden Recovery	sf:heart.fill	The first time you gain Gold each round, restore 3 Health to each living ally.		onGainGoldHealParty:3
fox_dodge_t1_1	Feint Strike	sf:burst.fill	Dodging an attack increases the party's next card damage by 2.		onDodgePartyNextCardDamageBonus:2
fox_dodge_t1_2	Poisonous Dash	sf:flask.fill	Dodging an attack deals 2 Poison or 2 Bleed damage to the attacker.		onDodgeApplyPoisonOrBleed:2
fox_dodge_t2_1	Slip Away	sf:wind	Dodge the first attack against you each combat.		dodgeFirstAttackEachCombat:true
fox_dodge_t2_2	Misdirection	sf:signpost.right.fill	After Dodging, the enemy is off-balance: your next attack deals double damage.		nextAttackDoubleAfterDodge:true
fox_dodge_t3_1	Decoy Swap	sf:theatermasks.fill	50% chance when the Hero is attacked for Fox to swap places and Dodge for them.		swapAndDodgeForHeroChance:0.5
fox_dodge_t3_2	Stolen Breath	sf:wind	Dodging an attack restores 2 Health to you.		dodgeHealFlat:2
fox_stun_t1_1	Dazzling Tail	sf:sparkles	Deal 2 Stun damage to attackers when you Dodge their attack.		onDodgeAttackerStunBuildup:2
fox_stun_t1_2	Confusing Feint	sf:theatermasks.fill	Attacks against Stunned enemies deal 1 additional damage.		damageWhileTargetStunnedBonus:1
fox_stun_t2_1	Disorienting Strike	sf:tornado	Attacking a Stunned enemy grants 2 Gold and 2 Block.		onAttackStunnedEnemyGold:2|onAttackStunnedEnemyBlock:2
fox_stun_t2_2	Chaos Manipulation	sf:die.face.5.fill	Fox deals 50% additional damage to Stunned enemies.		stunnedDamageMultiplier:1.50
fox_stun_t3_1	Affliction Burst	sf:microbe.fill	When an enemy recovers from Stun, they take 2 Bleed, 2 Poison, and 2 Burn damage.		onEnemyStunRecoverApplyAfflictions:2
fox_stun_t3_2	Confounding Loot	sf:hand.pinch.fill	Critical Hits against Stunned enemies steal 3 Gold.		criticalVsStunnedEnemyGold:3
knight_stun_t4_1	Lightning Rod	sf:bolt.fill	Stunning an enemy doubles the party's Block.		lightningRod:true
bear_stun_t4_1	Seismic Reversal	sf:arrow.uturn.backward	Blocked damage is returned as Stun damage.		seismicReversal:true
knight_holy_t4_1	Sunwall	sf:shield.fill	Holy damage grants equal Block to your Companion.		sunwall:true
pixie_holy_t4_1	Unbroken Vow	sf:checkmark.seal.fill	Block lets Holy damage ignore Block and Dodge.		unbrokenVow:true
wolf_physical_t4_1	Stored Impact	sf:shield.fill	Blocked damage empowers your next Physical attack.		storedImpact:true
bear_physical_t4_1	Battering Ram	sf:hammer.fill	Physical attacks consume Block for equal bonus damage.		batteringRam:true
library_owl_holy_t4_1	Interdict	sf:nosign	Effects you Purge cannot return until your next turn.		interdict:true
shield_scarab_holy_t4_1	Crownfall	sf:crown.fill	Purging deals 3 Holy damage per effect.		crownfall:true
ranger_poison_t4_1	Toxic Transfusion	sf:eyedropper	Physical damage deals half as much Poison damage.		toxicTransfusion:true
risen_skeleton_physical_t4_1	Pressure Point	sf:scope	Critical Hits against Poisoned enemies deal double Physical damage.		pressurePoint:true
rogue_gold_t4_1	Bounty Blade	sf:burst.fill	Critical Hits grant 3 Gold and steal 3 Block.		bountyBlade:true
golden_retriever_gold_t4_1	War Chest	sf:circle.circle.fill	50 Gold guarantees Physical Critical Hits.		warChest:true
wizard_mana_t4_1	Closed Circuit	sf:bolt.horizontal.fill	Spending Mana deals equal Stun damage.		closedCircuit:true
warlock_mana_t4_1	Eye of the Storm	sf:tornado	Stun damage restores equal Mana.		eyeOfTheStorm:true
rogue_poison_t4_1	Nerve Agent	sf:microbe.fill	Poison damage deals half as much Stun damage.		nerveAgent:true
lizard_scout_poison_t4_1	Toxic Coma	sf:moon.fill	Stunned enemies take double Poison damage.		toxicComa:true
ranger_bleed_t4_1	Shatterpoint	sf:burst.fill	Freeze damage detonates and consumes all Bleed.		shatterpoint:true
rogue_bleed_t4_1	Cryostasis	sf:snowflake	Bleed never expires on Frozen enemies.		cryostasis:true
lizard_scout_poison_t4_2	Cross-Contamination	sf:arrow.triangle.merge	Your Bleed damage has a 20% chance to also deal Poison damage.		crossContamination:true
wolf_bleed_t4_1	Septicemia	sf:drop.fill	Poisoned enemies take double Bleed damage.		septicemia:true
wolf_dodge_t4_1	Phantom Counter	sf:arrow.uturn.backward	Dodging draws and plays 1 Physical card.		phantomCounter:true
fox_dodge_t4_1	Perfect Tempo	sf:metronome.fill	Physical Critical Hits make you Dodge the next attack.		perfectTempo:true
pixie_cleanse_t4_1	Purifying Waters	sf:water.waves	Cleansing restores 4 Health per effect.		purifyingWaters:true
phoenix_health_t4_1	Clean Slate	sf:eraser.fill	Health restored beyond full Cleanses one effect.		cleanSlate:true
ranger_burn_t4_1	Firebrand	sf:flame.fill	Physical damage deals half as much Burn damage.		firebrand:true
wizard_burn_t4_1	Backdraft	sf:wind	Critical Hits consume Burn for equal damage matching their element.		backdraft:true
warlock_burn_t4_1	Ashen Arsenal	sf:burst.fill	Burn damage draws 1 Physical card.		ashenArsenal:true
phoenix_burn_t4_1	Furnace Rhythm	sf:repeat	Burn cards make the next Physical card play twice.		furnaceRhythm:true
lizard_scout_bleed_t4_1	Butcher's Ledger	sf:square.and.pencil	Physical damage deals half as much Bleed damage.		butchersLedger:true
panther_bleed_t4_1	Arterial Cascade	sf:drop.fill	Physical Critical Hits detonate and consume all Bleed.		arterialCascade:true
wolf_bleed_t4_2	Bloodrush	sf:waveform.path.ecg	Bleed ticks have a 20% chance to draw 1 Physical card.		bleedTickDrawChancePercent:0.2
panther_bleed_t4_2	Redline	sf:gauge.with.needle.fill	Detonating Bleed makes your next Physical card deal 2 additional Bleed damage.		redline:true
knight_block_t4_1	Stalwart Oath	sf:checkmark.shield.fill	When you Stun an enemy, gain 6 Block.		onStunEnemyGainBlock:6
bear_block_t4_1	Avalanche Guard	sf:mountain.2.fill	Freezing an enemy doubles party Block.		avalancheGuard:true
golden_retriever_block_t4_1	Icebound Exchange	sf:arrow.left.arrow.right	Freeze damage steals enemy Block for the party.		iceboundExchange:true
wizard_freeze_t4_1	Glacial Reprieve	sf:snowflake	Blocked damage is returned as Freeze damage.		glacialReprieve:true
mana_moth_burn_t4_1	Steam Explosion	sf:burst.fill	Your Freeze cards consume Burn for equal additional Freeze damage.		steamExplosion:true
mana_moth_burn_t4_2	Frostfire	sf:sun.snow.fill	Burn damage deals half as much Freeze damage.		frostfire:true
frost_whelp_freeze_t4_1	Elemental Paradox	sf:sun.snow.fill	Burning enemies take double Freeze damage.		elementalParadox:true
warlock_burn_t4_2	Temper Cycle	sf:repeat	Burn cards make the next Freeze card play twice.		temperCycle:true
alchemist_poison_t1_1	Reactive Coating	sf:asterisk	Your Poison cards grant 1 Thorns.		reactiveCoating:true
alchemist_poison_t1_2	Safe Handling	sf:hand.raised.fill	Your Poison cards remove 1 Burn from you.		safeHandling:true
alchemist_poison_t2_1	Reactive Sediment	sf:flask.fill	A Poison card immediately following your Burn card deals 1 additional Poison damage.		reactiveSediment:true
alchemist_poison_t2_2	Spent Reagents	sf:flask.fill	Whenever your Poison expires naturally, restore 1 Mana.		spentReagents:true
alchemist_poison_t3_1	Dissolving Fumes	sf:cloud.fog.fill	Your Poison cards remove 1 Thorns from the enemy.		dissolvingFumes:true
alchemist_poison_t3_2	Unstable Culture	sf:microbe.fill	Your Poison expiring naturally on the enemy doubles your next Poison card’s Poison damage.		unstableCulture:true
alchemist_poison_t4_1	Sealed Vial	sf:flask.fill	Your Poison cards consume your Poison to deal equal additional Poison damage.		sealedVial:true
alchemist_cleanse_t1_1	Clear Solution	sf:flask.fill	A Cleanse card that removes no negative effects restores 1 Mana to you.		clearSolution:true
alchemist_cleanse_t1_2	Fresh Batch	sf:flask.fill	Your Cleanse cards remove 1 Thorns from the enemy.		freshBatch:true
alchemist_cleanse_t2_1	Heat Recovery	sf:thermometer.sun.fill	Cleansing Burn restores 1 Mana to the cleansed ally.		heatRecovery:true
alchemist_cleanse_t2_2	Antitoxin Coating	sf:asterisk	Cleansing Poison grants the cleansed ally 1 Thorns.		antitoxinCoating:true
alchemist_cleanse_t3_1	Clear Mind	sf:brain.head.profile	Your first Cleanse of each Mana-using ally grants them 1 Max Mana this battle.		clearMind:true
alchemist_cleanse_t3_2	Clean Break	sf:sparkles	Removing an ally’s last debuff draws a Poison card.		cleanBreak:true
alchemist_cleanse_t4_1	Perfect Purity	sf:sparkles	Cleansing an ally makes their next attack deal 2 additional Poison damage.		perfectPurity:true
alchemist_health_t1_1	Fortifying Tonic	sf:flask.fill	Restoring Health to a Poisoned ally restores 1 additional Health.		fortifyingTonic:true
alchemist_health_t1_2	Measured Dose	sf:eyedropper	Restoring Mana with a card adds 1 Health to your next card that restores Health.		measuredDose:true
alchemist_health_t2_1	Cooling Salve	sf:snowflake	Your cards that restore Health remove 1 Burn from you.		coolingSalve:true
alchemist_health_t2_2	Reclaimed Reagents	sf:arrow.3.trianglepath	Health restored beyond full converts into Block, absorbing up to 4 damage.		overhealShieldCap:4
alchemist_health_t3_1	Shared Prescription	sf:heart.fill	Your Companion restoring Health with a card removes 1 Poison from you.		sharedPrescription:true
alchemist_health_t3_2	Restorative Fumes	sf:cloud.fog.fill	Your Basics that restore Health remove 1 Block from the enemy.		restorativeFumes:true
alchemist_health_t4_1	Masterwork Mixture	sf:flask.fill	Your healing cards transfer overhealing to the other ally.		masterworkMixture:true
druid_health_t1_1	Spring Sap	sf:leaf.fill	Restoring Health to an ally with Thorns restores 1 additional Health.		springSap:true
