id	name	icon_id	description	modifiers	triggers
golden_retriever_gold_t1_2	Dig for Treasure	sf:circle.circle.fill	Gain 2 Gold every 3 turns.		goldEveryNTurnsInterval:3|goldEveryNTurnsAmount:2
golden_retriever_gold_t2_1	Haggler	sf:circle.circle.fill	Steal 1 additional Gold		goldStealFlatBonus:1
golden_retriever_gold_t2_2	Golden Guard	sf:shield.fill	Stealing Gold increases your next Block gain by 50%		goldTheftNextBlockMultiplier:1.5
golden_retriever_gold_t3_1	Fetch!	sf:dog.fill	Your first Gold steal each combat draws a card		firstGoldTheftDrawBattle:true
golden_retriever_gold_t3_2	Treasure Hoard	sf:circle.circle.fill	Gaining Gold has a 10% chance to draw a card		goldGainDrawChancePercent:0.10
golden_retriever_block_t1_1	Guardian	sf:shield.fill	Grant your ally 5 Block before their first incoming attack		guardianHeroBlockFlat:5
golden_retriever_block_t1_2	Watchful Eye	sf:eye.fill	Start combat with 3 Block		startBattleBlock:3
golden_retriever_block_t2_1	Shield Bond	sf:link	Your first Block gain each turn is shared with your ally		companionBlockSharesToHeroPercent:1
golden_retriever_block_t2_2	Warning Bark	sf:waveform	Dodge the first enemy attack each combat without spending Block		negateFirstEnemyAttack:true
golden_retriever_block_t3_1	Sacrificial Guard	sf:heart.fill	Your Block also absorbs damage dealt to your ally		companionBlockAbsorbsHeroDamage:true
golden_retriever_block_t3_2	Steadfast	sf:lock.shield.fill	While you have Block, prevent Stun and Freeze build-up		blockedControlPrevention:true
golden_retriever_health_t1_1	Cheer Up	sf:face.smiling.fill	Your first Health restoration each combat draws a card		firstHealthRestorationDrawBattle:true
golden_retriever_health_t1_2	Playful Energy	sf:bolt.fill	Restoring Health has a 10% chance to draw a card		healthRestoreDrawChancePercent:0.10
golden_retriever_health_t2_1	Campfire Comfort	sf:flame.fill	At turn end, restore 3 Health to the lowest Health ally		endOfTurnHealLowestAlly:3
golden_retriever_health_t2_2	Man's Best Friend	sf:dog.fill	Intercept the first damage each combat that would reduce your ally's Health to zero		firstAllyFatalIntercept:true
golden_retriever_health_t3_1	Inspirational Vigor	sf:dumbbell.fill	Below half Health, both allies gain +15% Critical Hit chance		partyCritChanceWhileCompanionBelowHalf:0.15
golden_retriever_health_t3_2	Protective Lick	sf:heart.fill	Restoring Health also Cleanses 1 negative status effect		healthRestorationCleansesOne:true
library_owl_holy_t1_1	Revealed Flaw	sf:eye.fill	Holy Critical Hits make your ally's next attack ignore enemy Block		holyCriticalAllyIgnoreBlock:true
library_owl_holy_t1_2	Scholarly Smite	sf:book.fill	Holy attacks gain +15% Critical Hit chance		holyAttackCriticalBonus:0.15
library_owl_holy_t2_1	Blinding Light	sf:eye.slash.fill	Holy attacks reduce the enemy's next attack accuracy by 20%		holyAttackEnemyMissChance:0.20
library_owl_holy_t2_2	Radiant Wisdom	sf:book.fill	Holy attacks have a 10% chance to draw a card		holyAttackDrawChancePercent:0.10
library_owl_holy_t3_1	Bane of Evil	sf:sun.max.fill	Holy Critical Hits Purge a positive status effect		holyCriticalPurgeCount:1
library_owl_holy_t3_2	Purifying Light	sf:sun.max.fill	Holy attacks have a 10% chance to Cleanse your ally		holyAttackCleanseAllyChancePercent:0.10
library_owl_cleanse_t1_1	Purifying Wisdom	sf:book.fill	Your first successful Cleanse each combat draws a card		cleanseBonusDraw:1
library_owl_cleanse_t1_2	Healing Hymn	sf:music.note	Cleansing an ally restores 2 Health		cleanseBonusHeal:2
library_owl_cleanse_t2_1	Spellbreak Shield	sf:xmark.shield.fill	Cleansing a negative effect grants 2 Block per effect removed.		cleanseBlockPerStack:2
library_owl_cleanse_t2_2	Mass Cleanse	sf:person.2.fill	Your first successful Cleanse each turn also Cleanses your ally		cleanseAffectsBothHeroAndCompanion:true
library_owl_cleanse_t3_1	Reflective Ward	sf:arrow.uturn.backward	Cleansing a negative effect reflects it onto the enemy who applied it.		cleanseReflectDebuffToEnemy:true
library_owl_cleanse_t3_2	Sanctified Scroll	sf:scroll.fill	Cleansing an ally grants +20% Critical Hit chance on their next attack		cleanseNextAttackCriticalBonus:0.20
library_owl_health_t1_1	Safe Perch	sf:bird.fill	At full Health, gain +10% Dodge chance		dodgeAtFullHealthBonus:0.10
library_owl_health_t1_2	Warded Roost	sf:house.fill	Restoring Health reduces that ally's next incoming damage by 20%		healthRestoreNextIncomingDamageMultiplier:0.8
library_owl_health_t2_1	Efficient Care	sf:waveform.path.ecg	Restore 25% more Health		healingMultiplier:1.25
library_owl_health_t2_2	Aether Shield	sf:shield.fill	Restoring Health has a 10% chance to grant equal Block		healthRestoreBlockChancePercent:0.10
library_owl_health_t3_1	Guardian Archive	sf:books.vertical.fill	When either ally enters Death's Door, they restore 8 Health		onAllyDeathsDoorRestoreHealth:8
library_owl_health_t3_2	Font of Magic	sf:wand.and.stars	Restoring Health or Mana has a 10% chance to draw a card		healthOrManaRestoreDrawChancePercent:0.10
risen_skeleton_physical_t1_1	Bone Shield	sf:shield.fill	Gain 2 Block whenever you deal Physical damage.		onPhysicalDamageGainBlock:2
risen_skeleton_physical_t1_2	Bone Burst	sf:burst.fill	Attacks have a 25% chance to deal 3 extra damage and grant 2 Block.		attackBurstChancePercent:0.25|attackBurstDamage:3|attackBurstBlock:2
risen_skeleton_physical_t2_1	Brittle Strike	sf:shield.slash.fill	Physical attacks ignore all Block on Stunned or Frozen enemies.		physicalIgnoresBlockVsStunnedOrFrozen:true
risen_skeleton_physical_t2_2	Dense Bones	sf:shield.fill	Your Block absorbs twice as much Physical damage.		doublePhysicalBlockAbsorption:true
risen_skeleton_physical_t3_1	Cleaving Bones	sf:burst.fill	Physical attacks deal 1 additional Bleed damage to the enemy.		physicalAttackApplyBleed:1
risen_skeleton_physical_t3_2	Bone Armor	sf:shield.fill	Whenever you take Health damage, gain 1 Block.		onSelfHealthLossGainBlock:1
risen_skeleton_leech_t1_1	Weaken Soul	sf:heart.slash.fill	Leech reduces the target's damage by 2 for 2 turns.		onLeechReduceEnemyStrength:2|onLeechReduceEnemyStrengthTurns:2
risen_skeleton_leech_t1_2	Toxic Touch	sf:hand.raised.fill	Leech damage deals 2 Poison damage to the target.		onLeechApplyPoison:2
risen_skeleton_leech_t2_1	Grave Harvest	sf:eyedropper	Leeching Health from an enemy below half Health restores 2 additional Health.		leechBonusHealVsLowHealthEnemies:2
risen_skeleton_leech_t2_2	Soul Sharing	sf:heart.fill	Convert half of Skeleton's damage into Health restored to the Hero.		companionDamageLeechesToHeroPercent:0.5
risen_skeleton_leech_t3_1	Affliction Siphon	sf:eyedropper	Leeching Health from a Stunned enemy restores 3 additional Health.		leechBonusHealVsStunned:3
risen_skeleton_leech_t3_2	Necrotic Bleed	sf:drop.fill	Leeching Health deals 2 Bleed damage to the target.		onLeechApplyBleed:2
risen_skeleton_deathsdoor_t1_1	Deathrattle	sf:arrow.counterclockwise	Revive at 1 Health with 10 Block the first time you die each battle.		onceDeathReviveHealth:1|onceDeathReviveBlock:10
risen_skeleton_deathsdoor_t1_2	Tenacious Spirit	sf:hourglass.bottomhalf.filled	Death's Door lasts 2 additional turns.		deathsDoorDurationBonusTurns:2
risen_skeleton_deathsdoor_t2_1	Corpse Explosion	sf:burst.fill	Deal 8 Physical damage to the enemy when you die.		onDeathDealPhysicalDamageAllEnemies:8
risen_skeleton_deathsdoor_t2_2	Deathly Wrath	sf:hourglass.bottomhalf.filled	Attacks are guaranteed Critical Hits while on Death's Door.		guaranteedCritWhileOnDeathsDoor:true
risen_skeleton_deathsdoor_t3_1	Endless Legion	sf:person.2.fill	If Death's Door ends while Skeleton is still alive, restore Health to 6 once per battle.		deathsDoorExpiredHealFlat:6
risen_skeleton_deathsdoor_t3_2	Lichbone	sf:shield.fill	Take 50% less Bleed and Poison damage, and 50% less Stun.		afflictionResistance:0.5
mana_moth_mana_t1_1	Arcane Reservoir	sf:tray.full.fill	Whenever you gain Mana, gain 1 Block.		on_gain_mana_block:1
mana_moth_mana_t1_2	Aetherial Surge	sf:waveform	Restore 1 bonus Mana on turn 1 and turn 4.		bonusManaOnTurns:[1, 4]
mana_moth_mana_t2_1	Mana Cocoon	sf:fossil.shell.fill	Spending Mana grants equal Block.		spendManaGrantsEqualBlock:true
mana_moth_mana_t2_2	Aetherial Flow	sf:wind	When the Hero spends Mana, Moth's next attack deals 2 additional damage.		onHeroSpendManaCompanionNextAttackBonus:2
mana_moth_mana_t3_1	Prismatic Spark	sf:diamond.fill	Gain a 25% chance to double all Mana gained.		manaGainDoubleChancePercent:0.25
mana_moth_mana_t3_2	Arcane Burst	sf:burst.fill	Spending 5 Mana draws and automatically plays a random card.		spendManaThresholdAutoPlayCard:5
mana_moth_freeze_t1_1	Chilling Flutter	sf:bird.fill	Basic attacks deal 2 Freeze damage.		basicAttackFreezeBuildup:2
mana_moth_freeze_t1_2	Frost Guard	sf:shield.fill	Mana empowerment adds 1 Freeze damage.		empowerFreezeDamageBonus:1
mana_moth_freeze_t2_1	Blinding Frost	sf:eye.slash.fill	Moth deals 25% additional damage to Frozen enemies.		damageVsFrozenMultiplier:1.25
mana_moth_freeze_t2_2	Subzero Mist	sf:cloud.fog.fill	When Freeze ends on the enemy, gain +20% Dodge chance until your next turn.		subzeroMist:true
mana_moth_freeze_t3_1	Flash Freeze	sf:snowflake	Mana empowerment increases the empowered card’s Freeze damage by 2.		flashFreeze:true
mana_moth_freeze_t3_2	Frost Nova	sf:burst.fill	Deal 4 additional Freeze damage against Frozen enemies.		frostDamageVsFrozenBonus:4
mana_moth_burn_t1_1	Ember Shield	sf:shield.fill	Gain 2 Block whenever an ally deals Burn damage.		onAllyBurnDamageGainBlock:2
mana_moth_burn_t1_2	Moth to Flame	sf:flame.fill	Restore 1 Mana whenever Burn deals damage (up to 2 per turn).		onBurnDamageRestoreManaPerTurnCap:2|onBurnDamageRestoreManaFlat:1
mana_moth_burn_t2_1	Flashover	sf:sun.snow.fill	Burn damage against Frozen enemies has a 50% chance to deal double damage.		burnDoubleVsFrozenChancePercent:0.5
mana_moth_burn_t2_2	Combustion	sf:burst.fill	Your attacks against Burning enemies deal bonus damage equal to half their current Burn.		damagePerBurnPotencyPercent:0.5
mana_moth_burn_t3_1	Ember Persistence	sf:hourglass.bottomhalf.filled	Enemies lose 35% less Burn at the end of each round.		burnDecaySlowPercent:0.35
mana_moth_burn_t3_2	Cinder Halo	sf:sun.max.fill	Burning enemies take 1 Holy damage each time Burn deals damage.		onBurnTickHolyDamage:1
pixie_cleanse_t1_1	Fae Mending	sf:heart.fill	Restore 2 Health to yourself when you Cleanse.		cleanseSelfHeal:2
pixie_cleanse_t1_2	Dispel Magic	sf:wand.and.stars	Cleanse effects also Purge 1 positive buff from the enemy.		cleanseAlsoPurgesEnemyBuffs:1
pixie_cleanse_t2_1	Fae Swiftness	sf:wind	Cleansing an ally grants them +10% Dodge chance for 2 turns.		cleanseDodgeChanceBonus:0.10|cleanseDodgeChanceBonusTurns:2
pixie_cleanse_t2_2	Cleansing Ward	sf:shield.fill	Cleansing an ally also grants the party 2 Block.		cleansePartyBlock:2
pixie_cleanse_t3_1	Fae Ward	sf:shield.lefthalf.filled	Your Cleanse cards grant 1 Block per effect removed.		cleanseBlockPerStack:1
pixie_cleanse_t3_2	Purifying Aura	sf:sun.max.fill	Cleanse 1 negative effect from each ally every other turn.		purifyingAura:true
pixie_health_t1_1	Sprite Touch	sf:heart.fill	Restore 2 Health each turn for the first 3 turns of battle.		healthRegenFirstTurnsAmount:2|healthRegenFirstTurnsDuration:3
pixie_health_t1_2	Emergency Mend	sf:cross.fill	Health restored to allies below 30% Health is doubled.		healingBelowHealthPercentThreshold:0.30|healingBelowHealthPercentMultiplier:2
pixie_health_t2_1	Lingering Blessing	sf:hourglass.bottomhalf.filled	Restoring Health to an ally applies a 3-turn effect that restores 1 Health over time.		healOverTimeOnHealTurns:3|healOverTimeOnHealAmount:1
pixie_health_t2_2	Protective Bloom	sf:camera.macro	Restoring Health to an ally also deals 2 Holy damage to the enemy.		onHealDealHoly:2
pixie_health_t3_1	Vital Infusion	sf:heart.fill	Health restored beyond full increases the target's Max Health by +1 this combat (up to +5).		overhealConvertsToMaxHealth:true|overhealConvertsToMaxHealthCap:5|overhealConvertsToMaxHealthPerEvent:1
pixie_health_t3_2	Barrier Blessing	sf:shield.fill	Excess Health restored is converted into Block for that ally.		overhealConvertsToBlock:true
pixie_holy_t1_1	Dazzle	sf:sparkles	Holy attacks reduce the target's damage by 2 on their next turn.		holyDamageReduceTargetDamage:2
pixie_holy_t1_2	Piercing Starlight	sf:star.fill	Holy damage ignores enemy Block and cannot be Dodged.		holyIgnoresBlockAndDodge:true
pixie_holy_t2_1	Radiant Barrier	sf:shield.fill	Dealing Holy damage grants 2 Block to the party.		onHolyDamagePartyBlock:2
pixie_holy_t2_2	Stun Flare	sf:bolt.fill	Holy attacks deal 1 Burn and 1 Stun damage.		holyAttackApplyBurnAndStunBuildup:1
pixie_holy_t3_1	Supernal Glow	sf:sun.min.fill	All party basic attacks deal 2 additional Holy damage.		partyBasicAttackHolyBonus:2
pixie_holy_t3_2	Sunlight Spark	sf:sun.max.fill	Your next attack after dealing Holy damage deals 1 additional Holy damage.		holyDamageNextAttackHolyBonus:1
shield_scarab_block_t1_1	Plated Hide	sf:shield.fill	Gain 2 Block when you are hit.		onHitGainBlock:2
shield_scarab_block_t1_2	Hardened Chitin	sf:fossil.shell.fill	Take 2 less damage from non-Physical hits while you have Block.		spellDamageTakenReductionWhileBlocked:2
shield_scarab_block_t2_1	Enduring Shell	sf:fossil.shell.fill	Scarab's Block retains 50% at the end of each round (up to 30 max).		blockRetainsHalf:true
shield_scarab_block_t2_2	Bulwark Fortress	sf:building.2.fill	While Scarab has Block, the Hero takes 20% less damage.		companionBlockProtectsHeroPercent:0.2
shield_scarab_block_t3_1	Spiked Shell	sf:asterisk	Whenever you retain Block at the end of each round, gain Thorns equal to half that amount.		retainedBlockGainThornsPercent:0.5
shield_scarab_block_t3_2	Sun-Struck Shell	sf:sun.max.fill	When your Block is hit, deal 2 Holy damage to the attacker.		onBlockHitDealHoly:2
shield_scarab_stun_t1_1	Sunder Shield	sf:shield.slash.fill	Stunned enemies lose all their active Block.		stunnedEnemyLoseAllBlock:true
shield_scarab_stun_t1_2	Heavy Slam	sf:hammer.fill	Deal 4 additional Physical damage to Stunned enemies.		damageWhileTargetStunnedBonus:4
shield_scarab_stun_t2_1	Prolonged Daze	sf:hourglass.bottomhalf.filled	Stunning an enemy deals 2 Physical damage to them.		stunDealPhysicalFlat:2
shield_scarab_stun_t2_2	Seismic Impact	sf:waveform	Enemies require 25% less Stun to be Stunned.		enemyStunThresholdReductionPercent:0.25
shield_scarab_stun_t3_1	Quaking Carapace	sf:fossil.shell.fill	Deal 3 Stun damage to the enemy and grant 5 Block to the party every 3 turns.		everyNTurnsStunBuildupInterval:3|everyNTurnsStunBuildupAmount:3|everyNTurnsTeamBlockAmount:5
shield_scarab_stun_t3_2	Solar Brand	sf:flame.fill	Stunning an enemy also deals 2 Burn damage to them.		onStunEnemyApplyBurn:2
shield_scarab_holy_t1_1	Gilded Carapace	sf:fossil.shell.fill	Gain 2 Block whenever an enemy becomes Stunned.		onStunEnemyGainBlock:2
shield_scarab_holy_t1_2	Radiant Shell	sf:fossil.shell.fill	Enemies attacking Scarab take 2 Holy damage.		onHitAttackerHoly:2
shield_scarab_holy_t2_1	Sun Glyph	sf:sun.max.fill	Holy damage dealt by Scarab restores 2 Health to the Hero.		holyDamageHealHeroFlat:2
shield_scarab_holy_t2_2	Solar Ward	sf:shield.fill	Party deals 2 additional Holy damage while Scarab is at full Health.		partyHolyDamageBonusWhileCompanionFullHealth:2
shield_scarab_holy_t3_1	Dazzling Guard	sf:eye.slash.fill	Blocking an attack reduces the attacker's accuracy by 25% for 2 turns.		onBlockReduceAttackerAccuracyPercent:25|onBlockReduceAttackerAccuracyTurns:2
shield_scarab_holy_t3_2	Purifying Sun	sf:sun.max.fill	Holy damage deals double damage to Poisoned or Bleeding targets.		holyDamageVsPoisonedOrBleedingMultiplier:2
fox_gold_t1_1	Palmed Coin	sf:hand.pinch.fill	Gain 2 Gold when you Dodge.		dodgeGoldFlat:2
fox_gold_t1_2	Snatch	sf:hand.pinch.fill	Basic attacks steal 2 Gold from the enemy.		basicAttackStealGold:2
fox_gold_t2_1	Golden Opportunity	sf:circle.circle.fill	The first time you gain 5 or more Gold at once each round, draw a card.		gainGoldDrawThreshold:5
fox_gold_t2_2	Lucky Strike	sf:die.face.5.fill	Critical Hits grant 3 Gold.		criticalGoldFlat:3
fox_gold_t3_1	Master Thief	sf:eye.slash.fill	When you Critically Hit, steal the enemy's Block and gain it yourself.		critStealEnemyBlock:true
fox_gold_t3_2	Golden Recovery	sf:heart.fill	The first time you gain Gold each round, restore 3 Health to each living ally.		onGainGoldHealParty:3
fox_dodge_t1_1	Feint Strike	sf:burst.fill	Dodging an attack increases the party's next card damage by 2.		onDodgePartyNextCardDamageBonus:2
fox_dodge_t1_2	Poisonous Dash	sf:flask.fill	Dodging an attack deals 2 Poison or 2 Bleed damage to the attacker.		onDodgeApplyPoisonOrBleed:2
fox_dodge_t2_1	Slip Away	sf:wind	Dodge the first attack against you each combat.		dodgeFirstAttackEachCombat:true
fox_dodge_t2_2	Misdirection	sf:signpost.right.fill	After Dodging, the enemy is off-balance: your next attack deals double damage.		nextAttackDoubleAfterDodge:true
fox_dodge_t3_1	Decoy Swap	sf:theatermasks.fill	50% chance when the Hero is attacked for Fox to swap places and Dodge for them.		swapAndDodgeForHeroChance:0.5
fox_dodge_t3_2	Stolen Breath	sf:wind	Dodging an attack restores 2 Health to you.		dodgeHealFlat:2
fox_stun_t1_1	Dazzling Tail	sf:sparkles	Deal 2 Stun damage to attackers when you Dodge their attack.		onDodgeAttackerStunBuildup:2
fox_stun_t1_2	Confusing Feint	sf:theatermasks.fill	Attacks against Stunned enemies deal 1 additional damage.		damageWhileTargetStunnedBonus:1
fox_stun_t2_1	Disorienting Strike	sf:tornado	Attacking a Stunned enemy grants 2 Gold and 2 Block.		onAttackStunnedEnemyGold:2|onAttackStunnedEnemyBlock:2
fox_stun_t2_2	Chaos Manipulation	sf:die.face.5.fill	Fox deals 50% additional damage to Stunned enemies.		stunnedDamageMultiplier:1.50
fox_stun_t3_1	Affliction Burst	sf:microbe.fill	When an enemy recovers from Stun, they take 2 Bleed, 2 Poison, and 2 Burn damage.		onEnemyStunRecoverApplyAfflictions:2
fox_stun_t3_2	Confounding Loot	sf:hand.pinch.fill	Critical Hits against Stunned enemies steal 3 Gold.		criticalVsStunnedEnemyGold:3
knight_stun_t4_1	Lightning Rod	sf:bolt.fill	Stun damage is increased by half your Block		lightningRod:true
bear_stun_t4_1	Seismic Reversal	sf:arrow.uturn.backward	When your Block breaks, return absorbed damage as Stun		seismicReversal:true
knight_holy_t4_1	Sunwall	sf:shield.fill	Holy damage has a 10% chance to grant equal Block to your Companion		sunwallChancePercent:0.10
pixie_holy_t4_1	Unbroken Vow	sf:checkmark.seal.fill	Block lets Holy damage ignore Block and Dodge.		unbrokenVow:true
wolf_physical_t4_1	Stored Impact	sf:shield.fill	Blocked damage empowers your next Physical attack.		storedImpact:true
bear_physical_t4_1	Battering Ram	sf:hammer.fill	Your first Physical attack each turn gains half your Block as damage		firstPhysicalAttackBlockDamagePercent:0.5
library_owl_holy_t4_1	Interdict	sf:nosign	Purging with Holy prevents that positive status effect from returning next turn		interdict:true
shield_scarab_holy_t4_1	Crownfall	sf:crown.fill	Purging deals 3 Holy damage per effect.		crownfall:true
ranger_poison_t4_1	Toxic Transfusion	sf:eyedropper	Companion Critical Hits double your next Poison attack		toxicTransfusion:true
risen_skeleton_physical_t4_1	Pressure Point	sf:scope	Critical Hits against Poisoned enemies deal double Physical damage.		pressurePoint:true
rogue_gold_t4_1	Bounty Blade	sf:burst.fill	Stealing Gold adds 3 damage to your next Physical attack		goldStealNextPhysicalBonus:3
golden_retriever_gold_t4_1	War Chest	sf:circle.circle.fill	Your ally gains Critical Hit chance equal to Gold gained this combat		allyCriticalChancePerCombatGold:0.01
wizard_mana_t4_1	Frost Circuit	sf:bolt.horizontal.fill	Freeze Critical Hits restore 1 Mana		freezeCriticalRestoreMana:1
warlock_mana_t4_1	Void Focus	sf:moon.stars.fill	At 0 Mana, Burn damage is increased by 25%		zeroManaBurnMultiplier:1.25
rogue_poison_t4_1	Nerve Agent	sf:microbe.fill	Poisoned enemies take 25% more Stun build-up		poisonedEnemyStunBuildupMultiplier:1.25
lizard_scout_poison_t4_1	Toxic Coma	sf:moon.fill	Stunned enemies take 20% increased Poison damage		poisonDamageVsStunnedMultiplier:1.20
ranger_bleed_t4_1	Shatterpoint	sf:burst.fill	Stunning a Bleeding enemy doubles its next Bleed damage		shatterpoint:true
rogue_bleed_t4_1	Septic Wound	sf:microbe.fill	Bleed lasts 1 extra turn on Poisoned enemies		bleedDurationVsPoisonedBonus:1
lizard_scout_poison_t4_2	Cross-Contamination	sf:arrow.triangle.merge	Bleed Critical Hits also deal 4 Poison damage		bleedCriticalPoisonDamage:4
wolf_bleed_t4_1	Septicemia	sf:drop.fill	Poisoned enemies take double Bleed damage.		septicemia:true
wolf_dodge_t4_1	Phantom Counter	sf:arrow.uturn.backward	Dodging draws and plays a Physical card.		phantomCounter:true
fox_dodge_t4_1	Perfect Tempo	sf:metronome.fill	Physical Critical Hits make you Dodge the next attack.		perfectTempo:true
pixie_cleanse_t4_1	Purifying Waters	sf:water.waves	Cleansing restores 4 Health per effect.		purifyingWaters:true
phoenix_health_t4_1	Clean Slate	sf:eraser.fill	Excess Health restoration Cleanses 1 negative status effect		cleanSlate:true
ranger_burn_t4_1	Firebrand	sf:flame.fill	Companion attacks gain +15% Critical chance against Burning enemies		companionCriticalVsBurningBonus:0.15
wizard_burn_t4_1	Backdraft	sf:wind	Burning enemies take 25% increased Critical Hit damage		criticalDamageVsBurningMultiplier:1.25
warlock_burn_t4_1	Ashen Arsenal	sf:burst.fill	Burn attacks that Critically Hit draw a card		burnAttackCritDrawCard:true
phoenix_burn_t4_1	Furnace Rhythm	sf:repeat	Burn Critical Hits restore 3 Mana		burnCriticalRestoreMana:3
lizard_scout_bleed_t4_1	Butcher’s Cut	sf:square.and.pencil	Enemies below half Health take 30% increased Bleed damage		bleedDamageBelowHalfMultiplier:1.3
panther_bleed_t4_1	Arterial Cascade	sf:drop.fill	Critical Hits detonate Bleed		arterialCascade:true
wolf_bleed_t4_2	Bloodrush	sf:waveform.path.ecg	Bleed ticks have a 20% chance to draw a Physical card.		bleedTickDrawChancePercent:0.2
panther_bleed_t4_2	Redline	sf:gauge.with.needle.fill	Dropping below half Health doubles your next Bleed attack		belowHalfHealthNextBleedDouble:true
knight_block_t4_1	Stalwart Oath	sf:checkmark.shield.fill	Below half Health, Block absorbs 50% more damage		blockAbsorptionMultiplierBelowHalfHealth:1.5
bear_block_t4_1	Aftershock Guard	sf:mountain.2.fill	Stunning an enemy doubles your next Block gain		stunNextBlockGainMultiplier:2
golden_retriever_block_t4_1	Shield Relay	sf:arrow.left.arrow.right	When your Block breaks, your ally gains 2 Block		blockBreakAllyBlockFlat:2
wizard_freeze_t4_1	Glacial Reprieve	sf:snowflake	Damage you Block is returned as Freeze		glacialReprieve:true
mana_moth_burn_t4_1	Steam Explosion	sf:burst.fill	Your Freeze cards consume Burn for equal additional Freeze damage.		steamExplosion:true
mana_moth_burn_t4_2	Frostfire	sf:sun.snow.fill	Burn damage deals half as much Freeze damage.		frostfire:true
frost_whelp_freeze_t4_1	Winter’s Dominion	sf:sun.snow.fill	Freezing an enemy draws a card		onFreezeEnemyDrawCard:true
warlock_burn_t4_2	Temper Cycle	sf:repeat	Burn attacks add 1 bonus damage to your next Bleed attack		burnPreparesBleedDamageBonus:1
alchemist_poison_t1_1	Reactive Coating	sf:asterisk	Poison Critical Hits deal 2 additional damage		poisonCriticalDamageBonus:2
alchemist_poison_t1_2	Safe Handling	sf:hand.raised.fill	Poison attacks ignore enemy Thorns		safeHandling:true
alchemist_poison_t2_1	Reactive Sediment	sf:flask.fill	Burning enemies take 25% increased Poison damage		poisonVsBurningMultiplier:1.25
alchemist_poison_t2_2	Spent Reagents	sf:flask.fill	Poison fading completely restores 2 Mana		poisonExpiryManaRestore:2
alchemist_poison_t3_1	Dissolving Fumes	sf:cloud.fog.fill	Poison deals 50% more damage to enemy Block		poisonDamageVsBlockMultiplier:1.5
alchemist_poison_t3_2	Unstable Culture	sf:microbe.fill	When Poison fades, your next Poison attack deals double damage		unstableCulture:true
alchemist_poison_t4_1	Sealed Vial	sf:flask.fill	Your first Poison attack each combat deals double damage		sealedVial:true
alchemist_cleanse_t1_1	Clear Solution	sf:flask.fill	Abilities that restore Health also Cleanse 1 negative status effect		clearSolution:true
alchemist_cleanse_t1_2	Fresh Batch	sf:flask.fill	Cleansing a negative status effect restores 2 Health		freshBatch:true
alchemist_cleanse_t2_1	Heat Recovery	sf:thermometer.sun.fill	Cleansing Burn adds 2 damage to your next Burn attack		heatRecovery:true
alchemist_cleanse_t2_2	Antitoxin Coating	sf:asterisk	Cleansing Poison prevents Poison for 1 turn		antitoxinCoating:true
alchemist_cleanse_t3_1	Clear Mind	sf:brain.head.profile	Cleansing an ally reduces your next Mana empowerment cost by 1		clearMind:true
alchemist_cleanse_t3_2	Clean Break	sf:sparkles	Cleansing an ally’s last negative status effect draws a card		cleanBreak:true
alchemist_cleanse_t4_1	Perfect Purity	sf:sparkles	Cleanse grants its target 1 turn of negative status immunity		perfectPurity:true
alchemist_health_t1_1	Fortifying Tonic	sf:flask.fill	Allies below half Health restore 2 additional Health		fortifyingTonic:true
alchemist_health_t1_2	Lifeline	sf:eyedropper	Restoring Health has a 10% chance to draw a card		healthRestoreDrawChancePercent:0.10
alchemist_health_t2_1	Cooling Salve	sf:snowflake	Restoring Health also Cleanses Burn		coolingSalve:true
alchemist_health_t2_2	Reclaimed Reagents	sf:arrow.3.trianglepath	Half of excess Health restoration becomes Block		overhealToBlockPercent:0.5
alchemist_health_t3_1	Shared Prescription	sf:heart.fill	Excess Health restoration heals your ally		sharedPrescription:true
alchemist_health_t3_2	Volatile Remedy	sf:cloud.fog.fill	Restoring Health adds 2 damage to your next Poison attack		healthRestoreNextPoisonBonus:2
alchemist_health_t4_1	Masterwork Mixture	sf:flask.fill	Restoring Health has a 10% chance to also restore Mana		healthRestoreManaChancePercent:0.10
druid_health_t1_1	Spring Sap	sf:leaf.fill	Allies with Thorns restore 2 additional Health		springSapHealthBonus:2
druid_health_t1_2	Pruning Touch	sf:scissors	Restoring Health removes 2 enemy Thorns		pruningHealthRemoveEnemyThorns:2
druid_health_t2_1	Quiet Grove	sf:tree.fill	Allies at full Health gain +10% Dodge		quietGroveDodgeAtFullHealth:0.10
druid_health_t2_2	Shelter Seed	sf:leaf.fill	Restoring Health to allies below half Health grants 3 Block		shelterSeedBlock:3
druid_health_t3_1	Cleansing Dew	sf:drop.fill	Restoring Health also Cleanses Poison		cleansingDew:true
druid_health_t3_2	Shared Roots	sf:tree.fill	Healing your Companion also restores half as much of your Health		sharedRootsHealPercent:0.5
druid_health_t4_1	Verdant Shelter	sf:asterisk	Allies with Thorns take 25% less damage above half Health		verdantShelterDamageMultiplier:0.75
druid_poison_t1_1	Barbed Spores	sf:asterisk	Poisoned enemies take 25% increased Thorns damage		barbedSporesThornsVsPoisonedMultiplier:1.25
druid_poison_t1_2	Living Bark	sf:tree.fill	Take half Poison damage while you have Thorns		livingBark:true
druid_poison_t2_1	Cool Moss	sf:leaf.fill	Poisoned enemies take 1 additional Freeze damage		coolMossFreezeBonus:1
druid_poison_t2_2	Returning Bloom	sf:camera.macro	Poison fading completely restores 3 Health to your Companion		returningBloomHeal:3
